BUYER_DEA_NO,BUYER_BUS_ACT,BUYER_COUNTY,BUYER_STATE,avg,linear_average,lat,lon,BUYER_NAME,BUYER_ADDRESS1,BUYER_CITY,BUYER_ZIP,BUYER_ADDL_CO_INFO,BUYER_ADDRESS2
AK5577107,CHAIN PHARMACY,RAPIDES,LA,2,0.12832880942753375,31.2775,-92.4613,K & B LA CORP/RITE AID #7341,ALEXANDRIA MALL SHOP CTR,ALEXANDRIA,71301,,3437 MASONIC DRIVE
AK5577195,CHAIN PHARMACY,OUACHITA,LA,1.8,0.11109936777896467,32.5156,-92.1588,K & B LOUISIANA CORPORATION,102 THOMAS ROAD SUITE 200,WEST MONROE,71291,RITE AID #7340,
AK5577208,CHAIN PHARMACY,LINCOLN,LA,17,1.062017785516253,32.5233,-92.6391,K & B LOUISIANA CORPORATION,105 WEST CALIFORNIA AVENUE,RUSTON,71270,RITE AID #7339,
AK5706215,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.3,0.021417140945850018,30.493,-91.0597,K & B LOUISIANA CORPORATION,11080 GREENWELL SPRINGS RD.,BATON ROUGE,70814,RITE AID #7321,
AK5817284,RETAIL PHARMACY,FRANKLIN,LA,140.6,8.806476962770992,32.1654,-91.7198,K & S DRUGS INC,802 ADAMS STREET,WINNSBORO,71295,,
AK5866578,CHAIN PHARMACY,JEFFERSON,LA,0.1,0.006258720953407529,30.0162,-90.2389,K & B LOUISIANA CORP,KENNER PLAZA SHOPPING CENTER,KENNER,70065,RITE AID #7248,3300 WILLIAMS BLVD
AK6198938,CHAIN PHARMACY,ORLEANS,LA,0.5,0.03019288663956309,29.9197,-90.0108,K & B LOUISIANA CORPORATION,4350 GENERAL DEGAULLE DR.,NEW ORLEANS,70131,RITE AID #7277,
AK6214542,CHAIN PHARMACY,JEFFERSON,LA,0.2,0.009455853680556204,29.8969,-90.1421,K & B LOUISIANA CORP,WESTWOOD SHOPPING CENTER,WESTWEGO,70094,RITE AID #7253,1082 WESTBANK EXPRESWWAY
AK6246006,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.4,0.02249849890413268,30.3946,-91.1104,K & B LOUISIANA CORPORATION,2159 STARING LANE,BATON ROUGE,70810,RITE AID #7318,
AK6309389,CHAIN PHARMACY,ASCENSION,LA,7.6,0.47450867990743223,30.2477,-90.9213,K & B LOUISIANA CORPORATION,1710 NORTH AIRLINE HWY.,GONZALES,70737,RITE AID #7313,
AK6381975,CHAIN PHARMACY,WASHINGTON,LA,7.2,0.44806103165987093,30.7903,-89.8621,K & B LOUISIANA CORP,320 CUMBERLAND STREET,BOGALUSA,70427,RITE AID #7287,SHOPYARD SQUARE
AK6481282,CHAIN PHARMACY,TERREBONNE,LA,6,0.3747785137294911,29.5773,-90.6897,K & B LOUISIANA CORPORATION,1214 GRAND CAILLOU ROAD,HOUMA,70363,RITE AID #7281,
AK6924042,CHAIN PHARMACY,SAINT MARY,LA,29.2,1.829034670061586,29.7067,-91.2004,K & B LOUISIANA CORPORATION,1223 NORTH VICTOR II BLVD.,MORGAN CITY,70380,RITE AID #7283,
AK7510375,CHAIN PHARMACY,CADDO,LA,0.7,0.04269306823026441,32.4557,-93.7214,K & B LOUISIANA CORPORATION,5711 YOUREE DRIVE,SHREVEPORT,71105,RITE AID #7328,
AK7592341,CHAIN PHARMACY,CALCASIEU,LA,0.9,0.05802629014972279,30.1844,-93.2215,K MART PHARMACY,4070 RYAN ST,LAKE CHARLES,70605,,
AK8008852,CHAIN PHARMACY,JEFFERSON,LA,0.2,0.015593876118633884,29.9082,-90.0292,K & B LOUISIANA CORPORATION,497 TERRY PARKWAY,TERRYTOWN,70056,RITE AID #7245,
AK8128363,CHAIN PHARMACY,JEFFERSON,LA,0.3,0.02101808956731189,30.0026,-90.2185,K MART PHARMACY #7223,7000 VETERANS MEMORIAL BLVD,METAIRIE,70003,,
AK8249460,CHAIN PHARMACY,IBERIA,LA,3.4,0.21223372724326972,29.9852,-91.8238,K MART PHARMACY #7061,900 E ADMIRAL DOYLE DR,NEW IBERIA,70560,,
AK8258267,CHAIN PHARMACY,CADDO,LA,0.7,0.046896237356745654,32.4757,-93.7982,K & B LOUISIANA CORPORATION,3810 JEWELLA ROAD,SHREVEPORT,71109,RITE AID #7332,
AK8274730,CHAIN PHARMACY,JEFFERSON DAVIS,LA,8.5,0.5304211196906753,30.2326,-92.6621,K & B LOUISIANA CORP #7303,1208 ELTON RD,JENNINGS,70546,RITE AID #7303,JENNINGS VILLAGE SHOPPING CTR
AK8353930,RETAIL PHARMACY,JEFFERSON,LA,0.1,0.0064964671164805,29.9629,-90.1882,K MART PHARMACY,1400 S CLEARVIEW PARKWAY,NEW ORLEANS,70123,,
AK8400296,CHAIN PHARMACY,JEFFERSON,LA,0.3,0.018786810550642023,30.0154,-90.1823,K & B LOUISIANA CORPORATION,4300 WEST ESPLANADE AVE.,METAIRIE,70006,RITE AID #7240,
AK8555952,CHAIN PHARMACY,VERMILION,LA,5.6,0.35080251045808986,29.978,-92.1093,K & B LOUISIANA CORPORATION,2250 VETERANS MEMORIAL DRIVE,ABBEVILLE,70510,RITE AID #7300,
AK8579762,CHAIN PHARMACY,IBERIA,LA,4.2,0.26055303978636163,29.9969,-91.8028,K & B LOUISIANA CORPORATION,1108 EAST MAIN STREET,NEW IBERIA,70560,RITE AID #7305,
AK8604692,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.3,0.01597855460739211,30.4332,-91.0587,K & B LOUISIANA CORPORATION,2152 S. SHERWOOD FOREST BLVD.,BATON ROUGE,70816,RITE AID #7324,
AK8680919,CHAIN PHARMACY,SAINT MARY,LA,21.3,1.3323657730389835,29.6834,-91.2621,K & B LOUISIANA CORPORATION,1301 HIGHWAY 90 EAST,MORGAN CITY,70380,RITE AID #7284,
AK8717069,CHAIN PHARMACY,EAST BATON ROUGE,LA,0.4,0.022877906241857815,30.5584,-91.132,K & B LOUISIANA CORPORATION,12308 PLANK ROAD,BATON ROUGE,70811,RITE AID #7320,
AK8805535,CHAIN PHARMACY,JEFFERSON,LA,0.2,0.00970616460609903,30.0051,-90.2193,K & B LOUISIANA CORP,RITE AID #7235,METAIRIE,70003,,7060 VETERANS MEMORIAL BLVD
AK8984850,CHAIN PHARMACY,JEFFERSON,LA,0.1,0.00822921441417719,29.9012,-90.0475,K MART PHARMACY #3347,2701 BELLE CHASE HIGHWAY,GRETNA,70053,,
AK9069041,CHAIN PHARMACY,ACADIA,LA,4,0.2513493313840373,30.2304,-92.3825,K & B LOUISIANA CORP,RITE AID #7301,CROWLEY,70526,,2016 NORTH PARKERSON AVENUE
AK9131753,CHAIN PHARMACY,LIVINGSTON,LA,6.6,0.41109218094650307,30.455,-90.9563,K & B LOUISIANA CORPORATION,2308 SOUTH RANGE AVENUE,DENHAM SPRINGS,70726,RITE AID #7312,
AK9199971,CHAIN PHARMACY,LAFOURCHE,LA,5.9,0.3672423889100919,29.801,-90.8467,K & B LOUISIANA CORPORATION,1625 ST. MARY STREET,THIBODAUX,70301,RITE AID #7278,
AK9479014,CHAIN PHARMACY,OUACHITA,LA,0.7,0.04618224606101289,32.5382,-92.104,K & B LOUISIANA CORPORATION,2323 FORSYTHE AVENUE,MONROE,71201,RITE AID #7336,
AK9508257,CHAIN PHARMACY,LAFOURCHE,LA,5.2,0.32675310330300184,29.5489,-90.3454,K & B LOUISIANA CORPORATION,13998 WEST MAIN STREET,LAROSE,70373,RITE AID #7279,
AL3140718,RETAIL PHARMACY,JEFFERSON,LA,0.1,0.008090566395317718,29.8892,-90.0577,MANHATTAN PHARMACY,1708 MANHATTAN BLVD,HARVEY,70058,,SUITE A
AL3398117,RETAIL PHARMACY,EAST BATON ROUGE,LA,1.5,0.09245977374847676,30.6485,-91.1335,MEDICAL PHARMACY,6400 MAIN ST.,ZACHARY,70791,,PO BOX 475
AL3402283,RETAIL PHARMACY,EAST CARROLL,LA,397.9,24.922186716797835,32.806,-91.1724,LOUIS LEONARD MINSKY INC,DBA MINSKYS DRUG STORE,LAKE PROVIDENCE,71254,,405 LAKE ST
AL3414466,RETAIL PHARMACY,BEAUREGARD,LA,79.1,4.955163461427994,30.8546,-93.2887,IDEAL DRUG STORE INC,LE RAY G E,DERIDDER,70634,,610 N PINE
AL3416573,RETAIL PHARMACY,ASCENSION,LA,17.3,1.08064254070203,30.2354,-90.9204,LANDRYS PHARMACY,416 N BURNSIDE,GONZALES,70707,LANDRY JAMES T,P.O. BOX 237
AL3417765,RETAIL PHARMACY,TERREBONNE,LA,6.1,0.38000505695935405,29.6297,-90.7552,BROADMOOR DRUG CENTER,6096 WEST PARK AVE,HOUMA,70364,,
AL3419543,RETAIL PHARMACY,IBERIA,LA,4.7,0.29593218785751524,29.9137,-91.6662,LARROQUE PHARMACY,1305 MAIN STREET,JEANERETTE,70544,,
AL3421954,RETAIL PHARMACY,EVANGELINE,LA,30.1,1.8830323770142432,30.6882,-92.2741,EVANGELINE DRUG STORE INC,10 W MAIN ST,VILLE PLATTE,70586,H.B. LEBAS,P.O. BOX 370
AL4238475,RETAIL PHARMACY,POINTE COUPEE,LA,84.9,5.317476407580359,30.5578,-91.556,LIVONIA THRIF-T-WAY PHARMACY,3066 HWY 78,LIVONIA,70755,,PO BOX 187
AL4578021,RETAIL PHARMACY,CALCASIEU,LA,1.5,0.09138341028402144,30.213,-93.2039,LAKESHORE MEDIC PHARMACY #1,2001 ENTERPRISE BLVD,LAKE CHARLES,70601,,
AL5541607,RETAIL PHARMACY,IBERIA,LA,2.4,0.15110374186639708,29.9242,-91.7814,LYDIA PHARMACY,PO BOX 435,LYDIA,70569,ARCHIE O CHAUVIN,3917 DARNALLE RD
AL7131496,RETAIL PHARMACY,IBERIA,LA,4.2,0.26314404349367676,30.0566,-91.7379,LELEUX'S PHARMACY,100 N. MAIN ST,LOREAUVILLE,70552,,P.O.BOX 421
AL7348279,RETAIL PHARMACY,WEBSTER,LA,36.1,2.2604515359083517,32.6216,-93.2649,LOYE'S PHARMACY INC,814 HOMER RD,MINDEN,71055,,
AL7534868,RETAIL PHARMACY,EAST BATON ROUGE,LA,0,9.268571686302735e-4,30.4171,-91.1791,LSU STUDENT HEALTH CENTER PHA,INFIRMARY ROAD,BATON ROUGE,70803,,
AL8804963,RETAIL PHARMACY,VERNON,LA,79.7,4.993197225673154,31.1373,-93.2689,"LEESVILLE DRUG CO, INC",1019 FERTITTA BLVD,LEESVILLE,71446,,
AL9761429,RETAIL PHARMACY,JEFFERSON,LA,0.3,0.018089940826846968,29.7351,-90.1265,TEWELDE'S LAFITTE DRUGS,PO BOX 10,LAFITTE,70067,,2695 JEAN LAFITTE BOULEVARD
AM2528416,RETAIL PHARMACY,SAINT MARY,LA,18.6,1.1678041643943624,29.7045,-91.2036,"RUSSO'S HEALTH MART PHARM, INC",1124 7TH ST,MORGAN CITY,70380,,
AM2587775,RETAIL PHARMACY,SABINE,LA,81.1,5.077673408064344,31.5609,-93.4718,MANY PROFESSIONAL PHARMACY,220-E HIGHLAND DR,MANY,71449,,
AM3006714,RETAIL PHARMACY,WEBSTER,LA,48.1,3.0138986134551202,32.9963,-93.4598,MALL PHARMACY,531 SOUTH MAIN ST,SPRINGHILL,71075,,
AM3396430,RETAIL PHARMACY,MOREHOUSE,LA,28,1.7558625219816122,32.7781,-91.9155,MOREHOUSE PHARMACEUTICAL CO,LEE'S DRUG AT MMC,BASTROP,71220,,123 WEST MADISON
AM3399816,RETAIL PHARMACY,ALLEN,LA,40,2.5038138683595985,30.4876,-92.8489,MAYES PHARMACY,442 N. 9TH,KINDER,70648,,P. O. BOX 518
AM3400847,RETAIL PHARMACY,SAINT LANDRY,LA,8.1,0.5044766310499638,30.5356,-92.084,MILLER DRUGS INC,209 N MARKET ST,OPELOUSAS,70570,,
AM3407031,RETAIL PHARMACY,CADDO,LA,1.4,0.09055382189154275,32.4815,-93.7632,MITCHELL DRUG STORE #1,3102 LINWOOD AVE,SHREVEPORT,71103,,
AM3411701,RETAIL PHARMACY,TANGIPAHOA,LA,0.3,0.017240047509006318,36.045,-89.4085,MCELVEEN'S PHARMACY,INTER US HWY 51 & TANGIPAHOA,ROSELAND,70456,P.O. BOX 310,63017 COMMERCIAL STREET
AM3413743,RETAIL PHARMACY,SAINT MARY,LA,15.8,0.9927940961874959,29.7093,-91.1991,M C CLINIC PHARMACY INC,1234 DAVID DRIVE,MORGAN CITY,70380,,
AM3413983,RETAIL PHARMACY,SAINT MARY,LA,14.2,0.8883971581144264,29.7051,-91.2024,M C STANDARD DRUG STORE INC,1120 EIGHTH STREET,MORGAN CITY,70380,DBA STANDARD DRUG,PO BOX 1717
AM3416612,RETAIL PHARMACY,LA SALLE,LA,49.1,3.0773094962487146,31.6825,-92.1195,CASH DRUGS,1825 EAST OAK STREET,JENA,71342,MARCLO ENTERPRISES INC,SUITE A
AM3422184,RETAIL PHARMACY,LAFAYETTE,LA,0.9,0.053232465184212895,30.32,-92.0464,MELANCON DRUG STORE,206 N. CHURCH ST,CARENCRO,70520,,
AM5075052,RETAIL PHARMACY,JACKSON,LA,34.5,2.160708001572523,32.2412,-92.7149,MURPHY-NASH INC PHARMACY,200 JIMMIE DAVIS BLVD,JONESBORO,71251,,
AM5280968,RETAIL PHARMACY,CATAHOULA,LA,394.7,24.72609421490667,31.7705,-91.8207,MEDI THRIFT DRUGS,P.O. BOX 205,HARRISONBURG,71340,,302 BUSHLEY STREET
AM5781718,RETAIL PHARMACY,CADDO,LA,3.8,0.23559834616829803,32.4931,-93.7458,MEDIC PHARMACY #11,1849 LINE AVE,SHREVEPORT,71101,,
AM5804580,RETAIL PHARMACY,SAINT TAMMANY,LA,0.5,0.030091208013807366,30.3154,-89.9479,MULLER HEALTH MART DRUGS,P O BOX 429,LACOMBE,70445,MULLER GEORGE BELTHAZAR III,27395 HIGHWAY 190
AM6046519,RETAIL PHARMACY,SAINT LANDRY,LA,10.9,0.6813074292532646,30.4878,-92.4282,MAPLE AVENUE PHARMACY,1200 WEST MAPLE AVE,EUNICE,70535,,P O BOX 1002
AM6792027,RETAIL PHARMACY,UNION,LA,29.1,1.8220647458028867,32.9013,-92.2468,MATTES PHARMACY INC,314 MAIN STREET,MARION,71260,,P.O. BOX 17
AM8003864,RETAIL PHARMACY,OUACHITA,LA,0.7,0.04297782039261988,32.5337,-92.1879,MASON'S PHARMACY,MASON HAROLD J,WEST MONROE,71291,,2403 ARKANSAS RD
AM8464810,RETAIL PHARMACY,JEFFERSON DAVIS,LA,28.3,1.772284272903268,30.4812,-92.694,MAYEAUX'S FAMILY PHARMACY,HWY 190/911 MAIN STREET,ELTON,70532,MAYEAUX ANWARD J JR,P.O. BOX 177
AM8526228,RETAIL PHARMACY,IBERIA,LA,8.4,0.527708357682219,29.9971,-91.8233,SOILEAU'S PHARMACY,805 CENTER ST,NEW IBERIA,70560,,
AM9731274,RETAIL PHARMACY,JEFFERSON,LA,1,0.060094206769827345,29.8564,-90.1043,MAJORIA DRUGS #5,2564 BARRATARIA BOULEVARD,MARRERO,70072,,
AM9735993,RETAIL PHARMACY,SAINT BERNARD,LA,130.7,8.189771456000614,29.9456,-89.9706,MUMFREY'S PHARMACY,1021 WEST JUDGE PEREZ DR,CHALMETTE,70043,,
AM9814066,RETAIL PHARMACY,AVOYELLES,LA,8.8,0.5530105065454718,31.0585,-92.0489,MANSURA DRUG STORE,2043 LEGLISE STREET,MANSURA,71350,,
AN3390274,RETAIL PHARMACY,WASHINGTON,LA,18.9,1.186830928055738,30.7859,-89.8637,NIELSENS CITY DRUG STORE,330 AUSTIN ST,BOGALUSA,70427,,
AN5169049,RETAIL PHARMACY,BIENVILLE,LA,80.7,5.051736971602081,32.5494,-92.9225,NEW ARCADIA DRUG INC,1982 NORTH RAILROAD AVE.,ARCADIA,71001,,
AN5730141,RETAIL PHARMACY,CALCASIEU,LA,0.7,0.044476292729396426,30.4496,-93.4255,NICHOLS PHARMACY INC,915 E FOURTH ST,DEQUINCY,70633,,
AN7851961,RETAIL PHARMACY,UNION,LA,31.4,1.9689751720583921,32.7757,-92.4043,NORTHSIDE PHARMACY,201 E FRANKLIN STREET,FARMERVILLE,71241,,
AO2196625,RETAIL PHARMACY,ASCENSION,LA,0.9,0.054555733982014125,30.1063,-90.987,OSCHWALD PHARMACY,411 MISSISSIPPI STREET,DONALDSONVILLE,70346,,
AO4132902,RETAIL PHARMACY,DE SOTO,LA,58.9,3.6889940550185045,31.973,-94.0047,HEADRICK'S DRUG STORE,204 MAIN STREET,LOGANSPORT,71049,OWENS BENNIE G,P.O. BOX 68
AO9803241,RETAIL PHARMACY,JEFFERSON,LA,0.1,0.006985698122905934,29.9168,-90.0484,OAKVIEW PHARMACY,1106 STUMPF BLVD,GRETNA,70053,,
AP1130157,RETAIL PHARMACY,OUACHITA,LA,1.6,0.09745169209544409,32.5154,-92.1502,PROFESSIONAL PHARMACY INC,101 PROFESSIONAL DRIVE,WEST MONROE,71291,,
AP1649512,RETAIL PHARMACY,EVANGELINE,LA,10.4,0.6528539343225888,30.643,-92.4064,POINCIANA CLINIC PHARMACY INC,1508 CAJUN DRIVE,MAMOU,70554,,
AP1737569,RETAIL PHARMACY,SAINT MARTIN,LA,9.7,0.6069416682515327,30.134,-91.8273,ST MARTIN PHARMACY,1117 N MAIN STREET,ST MARTINVLLE,70582,,SUITE A
AP1855494,RETAIL PHARMACY,SAINT TAMMANY,LA,1.4,0.08871102741021214,30.3826,-90.0505,PONTCHARTRAIN PHARMACY INC,2045 HIGHWAY 59,MANDEVILLE,70470,,P.O.BOX 399
AP2131845,RETAIL PHARMACY,AVOYELLES,LA,7.3,0.456347434797332,30.9839,-92.052,PORET'S THRIFTY WAY PHARMACY,1007 SYCAMORE ST,COTTONPORT,71327,PORET'S THRIFTY WAY PHARMACY,P.O. BOX 127
AP2657419,RETAIL PHARMACY,LAFOURCHE,LA,16.7,1.045033753271499,29.5685,-90.3752,PITRES' PHARMACY INC,13087 WEST MAIN STREET,LAROSE,70373,,
AP3393939,RETAIL PHARMACY,TANGIPAHOA,LA,6.8,0.4267850594683707,30.6356,-90.5012,PETES WALGREEN PHARMACY,539 WEST RAILROAD,INDEPENDENCE,70443,,P.O. BOX 626
AP3401609,RETAIL PHARMACY,VERNON,LA,27,1.693659214723221,31.1509,-93.2644,PEARSON DRUGS NO. 4 LLC,900 NORTH FIFTH STREET,LEESVILLE,71496,,P.O.BOX 465
AP3407029,RETAIL PHARMACY,CALCASIEU,LA,1.1,0.06596529153776798,30.2369,-93.3789,PARAGON DRUG STORE,210 G WEST NAPOLEON,SULPHUR,70663,,
AP3420495,RETAIL PHARMACY,CALCASIEU,LA,0.6,0.03936204852378079,30.2344,-93.2041,PRYCE'S PHARMACY INC,331 ENTERPRISE BLVD,LAKE CHARLES,70601,,PO BOX 1323
AP3422843,RETAIL PHARMACY,TERREBONNE,LA,12.7,0.7966032067151744,29.5976,-90.7216,PEOPLES DRUG STORE,7869 MAIN ST,HOUMA,70360,,
AP4515916,RETAIL PHARMACY,VERMILION,LA,2.2,0.13790394549094395,29.9966,-92.2863,PRESCRIPTION SHOPPE,308 N CUSHING,KAPLAN,70548,,
AP5057193,RETAIL PHARMACY,LINCOLN,LA,26.9,1.6858756589650266,32.5299,-92.639,WALTZ PHARMACY,200 NORTH TRENTON,RUSTON,71270,,
AP6304327,RETAIL PHARMACY,TANGIPAHOA,LA,0.9,0.05507934556088393,30.7271,-90.5081,PEOPLES CASH PHARMACY,WILLIAMS JAMES RAYMOND,AMITE,70422,,114 N.E. CENTRAL AVE
AP7197418,RETAIL PHARMACY,TANGIPAHOA,LA,8.2,0.511030149817363,30.6304,-90.5001,PAUL'S PHARMACY INC,345 WEST RAILROAD AVENUE,INDEPENDENCE,70443,,PO BOX 838
AP7519121,RETAIL PHARMACY,RAPIDES,LA,1.8,0.11283232769182303,31.3059,-92.4535,PROFESSIONAL PHARMACY,1414 JACKSON ST,ALEXANDRIA,71301,,
AP8439095,RETAIL PHARMACY,SAINT LANDRY,LA,0.5,0.02984411003188241,30.5433,-92.0749,PLAZA PHARMACY,1200 HOSPITAL DRIVE,OPELOUSAS,70570,,
AR1243980,RETAIL PHARMACY,ORLEANS,LA,0.1,0.008317228147300624,29.9614,-90.062,ROYAL PHARMACY,1101 ROYAL ST,NEW ORLEANS,70116,,
AR1939581,RETAIL PHARMACY,LA SALLE,LA,91.7,5.7430107423026,31.9044,-92.2416,R AND K DRUGS,2832 FRONT STREET,OLLA,71465,,PO BOX 699
AR2594403,RETAIL PHARMACY,RAPIDES,LA,6.3,0.3976704847646512,31.406,-92.4109,RAY'S PHARMACY,5822 C MONROE HWY,BALL,71405,,PO BOX 747
AR3397406,RETAIL PHARMACY,ASSUMPTION,LA,178.9,11.204172064928635,29.954,-91.2124,RICHARD'S PHARMACY,PO BOX 268,PIERRE PART,70339,,3610 HIGHWAY 70
AR3413856,RETAIL PHARMACY,GRANT,LA,212.7,13.325245192942866,31.5205,-92.7082,DIXIE PHARMACY,615 EIGHTH STREET,COLFAX,71417,,
AR3419125,RETAIL PHARMACY,LAFAYETTE,LA,3.4,0.21231358727163133,30.2225,-92.016,ROSSERS PRESCRIPTION SHOP,600 JOHNSTON STREET,LAFAYETTE,70501,,
AR3420166,RETAIL PHARMACY,ASSUMPTION,LA,12.9,0.8070729250573481,29.9924,-91.0553,RYBISKI G U AND CO LTD,1 BLK N OF PO,PAINCOURTVILLE,70391,,
AR6465531,RETAIL PHARMACY,EVANGELINE,LA,18.8,1.1784951241609734,30.6373,-92.4199,REED'S FAMILY PHARMACY,1009 SIXTH ST,MAMOU,70554,,
AR7512230,RETAIL PHARMACY,WEBSTER,LA,36.8,2.3054284906046805,33.002,-93.4606,ROBERTSON'S FAMILY PHARMACY,ROBERTSON RAYMOND ELBERT,SPRINGHILL,71075,,27 REYNOLDS STREET
AS1576024,RETAIL PHARMACY,RAPIDES,LA,5,0.31155667092162775,31.3111,-92.4448,SENTRY DRUGS,1002 THIRD STREET,ALEXANDRIA,71301,,
AS1766673,RETAIL PHARMACY,SAINT LANDRY,LA,3.4,0.21370247423262811,30.4117,-92.0636,SUNSET PHARMACY,907 NAPOLEON AVENUE,SUNSET,70584,,PO BOX 36
AS1854834,RETAIL PHARMACY,LAFOURCHE,LA,1.3,0.08059105954509982,29.6902,-90.5492,SAVOIE'S PHARMACY,4912 HWY 1,MATHEWS,70375,,PO BOX 218
AS1935975,RETAIL PHARMACY,ORLEANS,LA,0.6,0.03979317261790043,30.0183,-89.9664,ST BERNARD DRUGS #3,10200 CHEF MENTEUR HWY,NEW ORLEANS,70127,,
AS2851194,RETAIL PHARMACY,EAST BATON ROUGE,LA,0.9,0.05924758959025344,30.6492,-91.1502,SULLIVAN'S PHARMACY,4651 HWY 19,ZACHARY,70791,,
AS3364318,RETAIL PHARMACY,LAFAYETTE,LA,0.1,0.008985691871376898,30.2354,-92.0944,SCOTT PHARMACY,P.O. BOX 188,SCOTT,70583,,1000 ST MARY ST
AS3413591,RETAIL PHARMACY,SAINT MARTIN,LA,7.3,0.4558202731010887,30.2737,-91.8999,SIMONS PHARMACY,SIMON CARL M,BREAUX BRIDGE,70517,,117 N MAIN ST
AS6490231,RETAIL PHARMACY,SAINT LANDRY,LA,9.1,0.5704823888266112,30.5352,-92.0816,SHUTE'S GOOD NEIGHBOR PHARMACY,205 NORTH MAIN STREET,OPELOUSAS,70570,,
AS7417428,RETAIL PHARMACY,AVOYELLES,LA,4.3,0.2685373760153564,30.9657,-91.9821,SCALLAN'S PHARMACY,115 HIGHWAY 1181,PLAUCHEVILLE,71362,,PO BOX 98
AS7954426,RETAIL PHARMACY,BIENVILLE,LA,116,7.266901659121361,32.3277,-93.2799,"BILL SCOTT'S PHARMACY, INC",2826 BIENVILLE ROAD,RINGGOLD,71068,,
AS8683395,RETAIL PHARMACY,LAFOURCHE,LA,4.1,0.2568821434869757,29.783,-90.807,SOUTHLAND DRUGS NO 2 INC,SOUTHLAND DRUGS NO 2 INC,THIBODAUX,70301,,1117 AUDUBON AVE
AS8915742,RETAIL PHARMACY,OUACHITA,LA,0.3,0.017176745858369966,32.5143,-92.0835,S & S PHARMACY OF MONROE LTD,2951 RENWICK ST,MONROE,71202,,
AS9038262,RETAIL PHARMACY,ASCENSION,LA,11.2,0.7046491586531888,30.2543,-90.8696,ST AMANT PHARMACY,12502 HWY 431,ST. AMANT,70774,,
AS9804445,RETAIL PHARMACY,TANGIPAHOA,LA,7.2,0.45279082778181734,30.4721,-90.4567,SCOTT'S PHARMACY,42242 VETERANS AVE,HAMMOND,70403,,
AT2049826,RETAIL PHARMACY,EVANGELINE,LA,7.7,0.4817525823723424,30.6408,-92.418,THRIFTY WAY PHARMACY OF MAMOU,704 POINCIANA AVENUE STE. A,MAMOU,70554,,
AT2439304,RETAIL PHARMACY,CALCASIEU,LA,3.8,0.23830754756274725,30.1758,-93.2443,LANINGHAM'S THRIFTY WAY,1505 WEST MCNEESE,LAKE CHARLES,70605,,
AT3397494,RETAIL PHARMACY,ALLEN,LA,58.6,3.6696749781748887,30.8022,-92.6713,THRIFT CITY FAMILY PHARMACY,201 HWY 165 SOUTH,OAKDALE,71463,,
AT3397975,RETAIL PHARMACY,SAINT MARTIN,LA,10.4,0.6520834589175917,30.3365,-91.8544,CECILIA PHARMACY,"TAYLOR, GEORGE",CECILIA,70521,,1017 CECILIABRIDGE HWY
AT3398472,RETAIL PHARMACY,LAFAYETTE,LA,1.1,0.0719106115442693,30.2254,-92.0185,TECHE DRUGS INC,509 JEFFERSON ST P.O. BOX 3000,LAFAYETTE,70502,,
AT3419694,RETAIL PHARMACY,SAINT CHARLES,LA,24.5,1.5341463428673683,29.9279,-90.3681,THRIFT VILLAGE DRUGS INC,737 PAUL MAILLARD RD,LULING,70070,,P.O. BOX 26
AT4646812,RETAIL PHARMACY,ACADIA,LA,14,0.8753721371462013,30.404,-92.2159,THRIFTY-WAY PHARMACY,209 S MAIN ST,CHURCH POINT,70525,THRIFTY WAY PHARMACY,
AT4903262,RETAIL PHARMACY,SAINT LANDRY,LA,7.2,0.45031935420810215,30.5468,-91.9622,THRIFTY-WAY-PHARMACY,17695 HIGHWAY 190,PORT BARRE,70577,,P.O. BOX 550
AT5774523,RETAIL PHARMACY,CALCASIEU,LA,1.7,0.10868791020619478,30.2237,-93.1958,THRIF-T-WAY PHARMACY,MAYEUX TED MICHAEL,LAKE CHARLES,70601,,1001 3RD AVE
AT5821790,RETAIL PHARMACY,MADISON,LA,56.7,3.5500624009478914,32.4017,-91.1849,"CITY PHARMACY OF TALLULAH, INC",1009 JOHNSON STREET,TALLULAH,71282,,
AT5854179,RETAIL PHARMACY,SAINT LANDRY,LA,8.6,0.5382504823673451,30.5438,-92.0763,THRIF-T-WAY PHARMACY,517 E. PRUDHOMME LN,OPELOUSAS,70570,,
AT5895149,RETAIL PHARMACY,LIVINGSTON,LA,8.2,0.5146530660013207,30.4939,-90.7478,THRIFT TOWN DRUGS INC,29680 FROST ROAD,LIVINGSTON,70754,,
AT5946693,RETAIL PHARMACY,WASHINGTON,LA,4.2,0.2631811519876669,30.8493,-90.1483,THRIFTY DRUGS,948 15TH AVE PO BOX 586,FRANKLINTON,70438,,
AT6123070,RETAIL PHARMACY,SAINT LANDRY,LA,2.7,0.16786886280220756,30.4026,-91.9343,THRIF-T-WAY PHCY OF,PO BOX 299,ARNAUDVILLE,70512,,412 OLIVE STREET
AT6321070,RETAIL PHARMACY,CLAIBORNE,LA,20.8,1.3003097252531144,32.9612,-93.1393,TED'S PHARMACY,1866 MAIN STREET,HAYNESVILLE,71038,,
